index,open,close,open_interest,limit_up,total_turnover,high,basis_spread,volume,low,trading_date,limit_down
2010-01-06 10:00:00,4567.773,4562.573,1535108.0,4754.258,4483852980.0,4568.617,,97130.0,4560.096,2010-01-06,4301.262
2010-01-06 10:15:00,4562.535,4569.027,1543850.0,4754.487,3926492980.0,4572.799,,84960.0,4561.062,2010-01-06,4301.268
2010-01-06 10:45:00,4569.134,4567.51,1551352.0,4755.118,4046506620.0,4573.278,,87604.0,4567.054,2010-01-06,4301.686
2010-01-06 11:00:00,4567.857,4568.442,1557028.0,4755.438,3068942960.0,4573.949,,66328.0,4566.839,2010-01-06,4302.205
2010-01-06 11:15:00,4568.474,4565.678,1546412.0,4755.471,4215092440.0,4570.234,,91098.0,4562.904,2010-01-06,4302.02
2010-01-06 11:30:00,4566.333,4567.018,1546314.0,4755.08,2435923880.0,4569.019,,52690.0,4562.882,2010-01-06,4302.055
2010-01-06 13:45:00,4566.164,4570.839,1557588.0,4755.9,3397930780.0,4574.284,,73604.0,4565.866,2010-01-06,4302.358
2010-01-06 14:00:00,4571.75,4569.047,1559192.0,4756.267,3184776320.0,4574.092,,68886.0,4567.298,2010-01-06,4302.9
2010-01-06 14:15:00,4568.918,4568.016,1556674.0,4756.169,2380877560.0,4569.718,,51458.0,4564.65,2010-01-06,4302.893
2010-01-06 14:30:00,4568.016,4570.838,1557998.0,4756.624,2766884020.0,4575.77,,59700.0,4566.849,2010-01-06,4303.14
2010-01-06 14:45:00,4570.541,4566.625,1546156.0,4757.23,5575640560.0,4572.796,,120800.0,4557.693,2010-01-06,4303.528
2010-01-06 15:00:00,4566.581,4565.782,1520354.0,4756.798,6512811100.0,4567.284,,141084.0,4557.457,2010-01-06,4303.217
2010-01-07 09:15:00,4584.144,4592.917,1540718.0,4792.501,8483467840.0,4595.862,,182498.0,4580.542,2010-01-07,4334.487
2010-01-07 09:30:00,4593.126,4588.19,1548798.0,4793.963,6560222220.0,4594.309,,141332.0,4582.047,2010-01-07,4336.171
2010-01-07 09:45:00,4587.641,4589.698,1562542.0,4795.228,5560425180.0,4593.837,,119722.0,4582.972,2010-01-07,4337.497
2010-01-07 10:00:00,4590.187,4590.271,1558688.0,4795.458,5918699980.0,4598.148,,127634.0,4586.044,2010-01-07,4338.553
2010-01-07 10:15:00,4589.285,4483.525,1487508.0,4795.532,18091829940.0,4590.721,,397422.0,4368.032,2010-01-07,4337.523
2010-01-07 10:45:00,4482.191,4477.805,1468162.0,4794.821,12819256160.0,4511.208,,283852.0,4441.412,2010-01-07,4337.179
2010-01-07 11:00:00,4477.545,4453.611,1440330.0,4795.279,10755074760.0,4478.171,,239756.0,4434.193,2010-01-07,4338.134
2010-01-07 11:15:00,4454.283,4458.34,1440442.0,4795.74,5842440200.0,4473.586,,129664.0,4449.889,2010-01-07,4338.591
2010-01-07 11:30:00,4457.187,4455.543,1428200.0,4796.061,4911259440.0,4465.951,,109202.0,4452.298,2010-01-07,4339.104
2010-01-07 13:45:00,4454.324,4468.216,1439626.0,4796.628,6087395280.0,4472.08,,135038.0,4447.689,2010-01-07,4339.183
2010-01-07 14:00:00,4467.999,4460.442,1436682.0,4796.878,4626070900.0,4471.511,,102632.0,4459.026,2010-01-07,4339.817
2010-01-07 14:15:00,4460.471,4456.548,1434694.0,4796.91,2998589460.0,4465.089,,66654.0,4451.918,2010-01-07,4340.023
2010-01-07 14:30:00,4456.548,4443.481,1439422.0,4797.758,5830222460.0,4458.498,,130384.0,4430.837,2010-01-07,4340.073
2010-01-07 14:45:00,4444.132,4442.41,1430588.0,4798.476,5738946400.0,4449.906,,128414.0,4435.249,2010-01-07,4341.014
2010-01-07 15:00:00,4441.647,4457.425,1410582.0,4798.53,6471980660.0,4466.072,,144186.0,4441.391,2010-01-07,4341.014
2010-01-08 09:15:00,4469.525,4464.426,1420422.0,4725.972,6020122620.0,4473.522,,133824.0,4448.71,2010-01-08,4275.618
2010-01-08 09:30:00,4464.3,4454.922,1427466.0,4726.643,4961661600.0,4464.552,,110240.0,4446.684,2010-01-08,4276.402
2010-01-08 09:45:00,4454.801,4460.391,1431806.0,4728.115,4140150300.0,4464.368,,91166.0,4453.362,2010-01-08,4277.013
2010-01-08 10:00:00,4460.952,4458.819,1432618.0,4729.282,3987160920.0,4462.345,,88302.0,4453.502,2010-01-08,4278.434
2010-01-08 10:15:00,4458.609,4442.271,1420666.0,4729.735,7695206060.0,4459.388,,171656.0,4436.108,2010-01-08,4279.22
2010-01-08 10:45:00,4442.2,4426.838,1404608.0,4731.049,8179107500.0,4443.136,,183710.0,4421.358,2010-01-08,4279.799
2010-01-08 11:00:00,4427.023,4416.562,1394182.0,4732.043,7222197140.0,4430.961,,162766.0,4400.846,2010-01-08,4280.735
2010-01-08 11:15:00,4416.482,4431.351,1396804.0,4732.596,7136898860.0,4441.006,,159914.0,4409.801,2010-01-08,4281.939
2010-01-08 11:30:00,4431.831,4425.62,1390332.0,4732.7,3499566000.0,4435.437,,78366.0,4419.912,2010-01-08,4282.377
2010-01-08 13:45:00,4424.182,4419.025,1391274.0,4733.645,4411312600.0,4428.689,,99074.0,4417.509,2010-01-08,4282.549
2010-01-08 14:00:00,4419.223,4428.716,1393978.0,4734.336,3444687820.0,4430.642,,77062.0,4417.954,2010-01-08,4283.29
2010-01-08 14:15:00,4428.137,4439.463,1402152.0,4734.595,3689700180.0,4440.404,,82636.0,4427.476,2010-01-08,4283.999
2010-01-08 14:30:00,4439.463,4432.017,1395050.0,4734.788,4579829020.0,4448.577,,102276.0,4431.323,2010-01-08,4283.98
2010-01-08 14:45:00,4431.43,4439.092,1380666.0,4734.856,3736895720.0,4441.511,,83706.0,4425.265,2010-01-08,4284.256
2010-01-08 15:00:00,4439.626,4448.604,1364488.0,4734.761,6026318960.0,4452.226,,134656.0,4438.03,2010-01-08,4284.02
2010-01-11 09:15:00,4475.813,4483.609,1374244.0,4664.536,9335869220.0,4491.841,,205932.0,4466.404,2010-01-11,4219.277
2010-01-11 09:30:00,4483.301,4505.119,1393554.0,4665.894,7050996600.0,4508.943,,155330.0,4481.18,2010-01-11,4220.583
2010-01-11 09:45:00,4505.376,4502.73,1400588.0,4666.479,5639686020.0,4507.762,,124264.0,4495.639,2010-01-11,4221.818
2010-01-11 10:00:00,4502.682,4497.625,1406874.0,4666.799,3276394820.0,4503.638,,72158.0,4493.401,2010-01-11,4222.347
2010-01-11 10:15:00,4497.828,4493.386,1406706.0,4667.187,4405027180.0,4504.051,,96908.0,4489.345,2010-01-11,4222.581
2010-01-11 10:45:00,4493.672,4488.243,1410962.0,4667.603,3770587900.0,4497.565,,83356.0,4484.097,2010-01-11,4223.018
2010-01-11 11:00:00,4487.607,4494.646,1416892.0,4667.696,2645007120.0,4495.932,,58424.0,4487.499,2010-01-11,4223.314
2010-01-11 11:15:00,4494.728,4495.311,1415298.0,4667.738,2063819480.0,4497.58,,45506.0,4489.836,2010-01-11,4223.373
2010-01-11 11:30:00,4495.785,4495.282,1413614.0,4667.718,1734059400.0,4496.256,,38244.0,4490.807,2010-01-11,4223.338
2010-01-11 13:45:00,4493.131,4500.021,1417298.0,4668.259,3321470880.0,4501.088,,73030.0,4489.214,2010-01-11,4223.375
2010-01-11 14:00:00,4499.951,4503.039,1424582.0,4669.208,2972302000.0,4504.624,,65232.0,4495.536,2010-01-11,4223.94
2010-01-11 14:15:00,4502.828,4494.509,1426574.0,4669.194,2780930900.0,4503.762,,61264.0,4493.228,2010-01-11,4224.472
2010-01-11 14:30:00,4494.509,4494.618,1431574.0,4669.133,1676309480.0,4500.223,,36888.0,4491.83,2010-01-11,4224.491
2010-01-11 14:45:00,4494.366,4501.922,1435950.0,4669.782,3324460380.0,4502.852,,72966.0,4491.359,2010-01-11,4224.768
2010-01-11 15:00:00,4501.706,4511.804,1433984.0,4670.855,6104019500.0,4512.902,,134492.0,4498.111,2010-01-11,4225.179
2010-01-12 09:15:00,4501.662,4495.107,1441136.0,4723.666,6004357660.0,4504.938,,132266.0,4491.058,2010-01-12,4272.74
2010-01-12 09:30:00,4494.196,4484.231,1442536.0,4723.323,5909118360.0,4494.894,,130332.0,4477.529,2010-01-12,4272.514
2010-01-12 09:45:00,4483.236,4483.391,1445966.0,4723.612,2750997800.0,4487.799,,60658.0,4479.805,2010-01-12,4272.728
2010-01-12 10:00:00,4483.096,4479.39,1443934.0,4723.907,3603998400.0,4484.757,,79208.0,4475.372,2010-01-12,4273.073
2010-01-12 10:15:00,4479.345,4483.015,1447762.0,4724.516,2035727920.0,4486.08,,44680.0,4479.234,2010-01-12,4273.281
2010-01-12 10:45:00,4482.994,4478.435,1458162.0,4724.921,3168517700.0,4483.611,,70272.0,4476.845,2010-01-12,4274.059
2010-01-12 11:00:00,4478.279,4483.616,1460616.0,4724.956,1439259160.0,4484.632,,31886.0,4478.279,2010-01-12,4274.149
2010-01-12 11:15:00,4483.75,4486.688,1463952.0,4725.106,1258428500.0,4486.801,,27754.0,4481.672,2010-01-12,4274.335
2010-01-12 11:30:00,4486.746,4491.078,1461266.0,4725.785,2551657480.0,4492.477,,56256.0,4485.967,2010-01-12,4274.488
2010-01-12 13:45:00,4492.324,4500.17,1475776.0,4727.165,5606823660.0,4503.995,,123582.0,4492.324,2010-01-12,4275.076
2010-01-12 14:00:00,4500.458,4512.548,1487280.0,4728.383,8583316120.0,4516.033,,189212.0,4500.329,2010-01-12,4276.592
2010-01-12 14:15:00,4512.318,4511.907,1484884.0,4728.665,2937783420.0,4514.265,,64754.0,4507.818,2010-01-12,4277.51
2010-01-12 14:30:00,4511.907,4508.709,1482756.0,4728.706,1903301580.0,4513.289,,41914.0,4507.509,2010-01-12,4277.568
2010-01-12 14:45:00,4508.167,4512.975,1492404.0,4728.988,6912177300.0,4522.039,,152316.0,4508.045,2010-01-12,4277.551
2010-01-12 15:00:00,4513.071,4506.652,1459726.0,4728.924,7026062700.0,4514.28,,155308.0,4503.87,2010-01-12,4277.686
2010-01-13 09:15:00,4422.561,4418.436,1432750.0,4725.113,14573627800.0,4426.661,,329780.0,4363.408,2010-01-13,4273.973
2010-01-13 09:30:00,4418.846,4420.563,1438216.0,4725.633,5261494720.0,4424.485,,118780.0,4413.201,2010-01-13,4274.298
2010-01-13 09:45:00,4420.71,4430.856,1444136.0,4725.982,5234183100.0,4436.957,,117840.0,4417.648,2010-01-13,4274.94
2010-01-13 10:00:00,4430.937,4446.808,1454526.0,4726.196,4389216020.0,4448.376,,98634.0,4428.516,2010-01-13,4275.276
2010-01-13 10:15:00,4446.34,4446.788,1453666.0,4726.42,5197721400.0,4459.328,,116576.0,4441.957,2010-01-13,4275.508
2010-01-13 10:45:00,4447.63,4440.014,1458866.0,4726.543,3448549680.0,4449.619,,77330.0,4436.616,2010-01-13,4275.64
2010-01-13 11:00:00,4439.483,4435.307,1453966.0,4726.544,3827242720.0,4442.138,,86030.0,4432.606,2010-01-13,4275.666
2010-01-13 11:15:00,4434.525,4439.651,1445478.0,4726.421,3343284420.0,4442.808,,75276.0,4432.846,2010-01-13,4275.566
2010-01-13 11:30:00,4438.862,4423.96,1423298.0,4726.518,5381725340.0,4438.996,,121076.0,4421.538,2010-01-13,4275.518
2010-01-13 13:45:00,4418.749,4421.667,1415476.0,4726.157,5796934680.0,4432.791,,130396.0,4412.512,2010-01-13,4275.101
2010-01-13 14:00:00,4421.029,4422.791,1422032.0,4726.107,4560907740.0,4428.332,,102558.0,4413.12,2010-01-13,4275.21
2010-01-13 14:15:00,4423.348,4422.323,1418866.0,4726.023,1825486920.0,4426.328,,41102.0,4418.311,2010-01-13,4275.02
2010-01-13 14:30:00,4422.323,4422.294,1415186.0,4725.727,2283580860.0,4429.967,,51332.0,4421.31,2010-01-13,4274.898
2010-01-13 14:45:00,4422.909,4422.849,1405662.0,4725.69,2778508220.0,4427.835,,62516.0,4420.212,2010-01-13,4274.69
2010-01-13 15:00:00,4423.489,4421.924,1365694.0,4725.385,5370578900.0,4426.769,,121016.0,4416.354,2010-01-13,4274.038
2010-01-14 09:15:00,4451.069,4450.329,1372864.0,4642.783,8310173160.0,4462.409,,185768.0,4443.978,2010-01-14,4200.446
2010-01-14 09:30:00,4449.512,4461.903,1381308.0,4642.907,5172435180.0,4466.566,,115410.0,4448.181,2010-01-14,4200.314
2010-01-14 09:45:00,4462.616,4457.7,1386056.0,4642.917,4281148140.0,4466.32,,95574.0,4456.865,2010-01-14,4200.646
2010-01-14 10:00:00,4457.738,4457.84,1379504.0,4642.737,3009946720.0,4460.806,,67298.0,4451.976,2010-01-14,4200.542
2010-01-14 10:15:00,4458.738,4460.085,1378694.0,4642.658,1730082280.0,4461.652,,38692.0,4456.796,2010-01-14,4200.556
2010-01-14 10:45:00,4457.31,4448.658,1377530.0,4642.753,3004349380.0,4459.982,,67242.0,4448.658,2010-01-14,4200.613
2010-01-14 11:00:00,4448.608,4446.078,1377260.0,4642.704,2897026040.0,4451.676,,64614.0,4444.698,2010-01-14,4200.389
2010-01-14 11:15:00,4445.975,4447.193,1380886.0,4642.685,2083635640.0,4449.304,,46600.0,4444.42,2010-01-14,4200.501
2010-01-14 11:30:00,4446.906,4451.02,1380980.0,4642.761,1933146180.0,4452.573,,43294.0,4445.946,2010-01-14,4200.606
2010-01-14 13:45:00,4453.717,4456.19,1391798.0,4642.89,5793046780.0,4461.629,,129682.0,4453.635,2010-01-14,4200.705
2010-01-14 14:00:00,4457.177,4452.586,1392034.0,4642.924,2233451520.0,4459.681,,49994.0,4451.8,2010-01-14,4200.771
2010-01-14 14:15:00,4453.389,4450.354,1390704.0,4642.983,1985403800.0,4454.307,,44524.0,4448.274,2010-01-14,4200.811
2010-01-14 14:30:00,4450.354,4440.308,1394612.0,4642.976,2527411800.0,4452.776,,56714.0,4440.308,2010-01-14,4200.821
2010-01-14 14:45:00,4439.934,4445.275,1404040.0,4643.091,3704555520.0,4446.569,,83200.0,4436.559,2010-01-14,4200.872
2010-01-14 15:00:00,4445.559,4438.384,1395908.0,4643.213,4130493980.0,4445.634,,92916.0,4435.603,2010-01-14,4200.956
2010-01-15 09:15:00,4427.795,4436.631,1402710.0,4674.859,5141117820.0,4439.447,,115620.0,4423.745,2010-01-15,4228.935
2010-01-15 09:30:00,4436.75,4440.851,1411178.0,4675.169,2290312440.0,4441.559,,51480.0,4434.126,2010-01-15,4229.453
2010-01-15 09:45:00,4440.68,4439.306,1416038.0,4675.348,1681085600.0,4442.634,,37760.0,4435.493,2010-01-15,4229.692
2010-01-15 10:00:00,4438.824,4427.073,1413288.0,4675.455,3725203120.0,4439.504,,83918.0,4425.607,2010-01-15,4229.752
2010-01-15 10:15:00,4427.295,4428.711,1418444.0,4675.237,2360694440.0,4430.985,,53080.0,4423.353,2010-01-15,4229.455
2010-01-15 10:45:00,4431.865,4428.199,1413658.0,4675.045,1925611060.0,4434.351,,43126.0,4427.522,2010-01-15,4229.36
2010-01-15 11:00:00,4427.7,4427.66,1413308.0,4674.998,2029537440.0,4430.898,,45504.0,4424.011,2010-01-15,4229.309
2010-01-15 11:15:00,4427.614,4413.79,1410922.0,4675.728,4368266400.0,4429.081,,98168.0,4412.761,2010-01-15,4229.52
2010-01-15 11:30:00,4414.538,4411.252,1401398.0,4675.877,6758487620.0,4418.303,,152816.0,4402.383,2010-01-15,4230.196
2010-01-15 13:45:00,4408.212,4391.798,1405848.0,4676.396,7671221660.0,4409.682,,173660.0,4387.932,2010-01-15,4230.343
2010-01-15 14:00:00,4391.807,4389.881,1401314.0,4676.306,6273433060.0,4400.134,,142578.0,4379.566,2010-01-15,4230.446
2010-01-15 14:15:00,4390.887,4393.61,1415570.0,4676.464,3597925120.0,4395.741,,81794.0,4387.205,2010-01-15,4230.777
2010-01-15 14:30:00,4393.61,4377.26,1411658.0,4676.442,4600015740.0,4393.61,,104694.0,4376.146,2010-01-15,4230.659
2010-01-15 14:45:00,4377.758,4380.704,1397924.0,4677.071,4639417320.0,4384.633,,106136.0,4376.167,2010-01-15,4230.775
2010-01-15 15:00:00,4380.794,4381.037,1372008.0,4678.063,7078133440.0,4383.209,,161482.0,4368.941,2010-01-15,4231.436
2010-01-18 09:15:00,4356.552,4374.927,1362072.0,4627.962,6436065680.0,4382.796,,147082.0,4338.414,2010-01-18,4186.922
2010-01-18 09:30:00,4375.843,4378.944,1362442.0,4628.274,5181599880.0,4385.828,,118048.0,4371.006,2010-01-18,4187.454
2010-01-18 09:45:00,4378.755,4382.068,1360866.0,4628.273,2242459460.0,4382.908,,51054.0,4373.637,2010-01-18,4187.562
2010-01-18 10:00:00,4381.525,4372.271,1361022.0,4628.444,3478497500.0,4385.541,,79402.0,4369.343,2010-01-18,4187.607
2010-01-18 10:15:00,4372.39,4380.234,1358482.0,4628.605,2590570960.0,4381.851,,59202.0,4369.75,2010-01-18,4187.787
2010-01-18 10:45:00,4379.736,4395.914,1364440.0,4628.596,6277139920.0,4399.198,,142796.0,4376.952,2010-01-18,4186.958
2010-01-18 11:00:00,4395.875,4401.439,1387114.0,4627.361,4859977940.0,4401.647,,110396.0,4388.871,2010-01-18,4186.048
2010-01-18 11:15:00,4401.561,4401.108,1391550.0,4626.419,5214769980.0,4410.032,,118012.0,4399.281,2010-01-18,4185.694
2010-01-18 11:30:00,4401.313,4399.72,1383994.0,4626.478,2862793420.0,4404.131,,64926.0,4393.629,2010-01-18,4185.737
2010-01-18 13:45:00,4399.478,4392.495,1391822.0,4626.577,4467556460.0,4402.313,,101454.0,4387.436,2010-01-18,4185.699
2010-01-18 14:00:00,4392.599,4394.361,1391692.0,4626.626,1780438600.0,4397.25,,40444.0,4391.137,2010-01-18,4185.891
2010-01-18 14:15:00,4395.077,4396.971,1392564.0,4626.627,1934540040.0,4397.669,,43990.0,4387.924,2010-01-18,4185.951
2010-01-18 14:30:00,4396.971,4402.291,1387794.0,4626.664,1962831280.0,4403.909,,44604.0,4391.02,2010-01-18,4185.982
2010-01-18 14:45:00,4402.23,4400.747,1384484.0,4626.832,2611983400.0,4406.257,,59258.0,4398.883,2010-01-18,4186.057
2010-01-18 15:00:00,4401.368,4408.263,1363864.0,4626.945,4751729980.0,4409.631,,107752.0,4400.56,2010-01-18,4186.211
2010-01-19 09:15:00,4415.179,4423.479,1376672.0,4606.548,6881274400.0,4429.088,,155138.0,4413.507,2010-01-19,4167.305
2010-01-19 09:30:00,4423.145,4422.333,1373464.0,4607.181,4115233480.0,4426.612,,92796.0,4421.109,2010-01-19,4168.015
2010-01-19 09:45:00,4422.982,4408.065,1384408.0,4607.18,5617304940.0,4424.611,,127008.0,4403.674,2010-01-19,4168.241
2010-01-19 10:00:00,4408.372,4414.438,1397950.0,4606.865,3132642680.0,4415.83,,70854.0,4405.552,2010-01-19,4168.162
2010-01-19 10:15:00,4414.336,4406.692,1396492.0,4606.905,2937423020.0,4415.032,,66642.0,4403.55,2010-01-19,4168.212
2010-01-19 10:45:00,4406.737,4401.002,1398054.0,4606.923,4587099720.0,4407.576,,104240.0,4397.906,2010-01-19,4168.242
2010-01-19 11:00:00,4400.329,4404.345,1404290.0,4608.067,3597658740.0,4404.345,,82210.0,4398.6,2010-01-19,4168.274
2010-01-19 11:15:00,4403.438,4398.992,1388026.0,4608.187,3578689440.0,4404.141,,81492.0,4393.033,2010-01-19,4169.218
2010-01-19 11:30:00,4399.687,4395.785,1377084.0,4608.272,2971273640.0,4400.745,,67680.0,4393.184,2010-01-19,4169.419
2010-01-19 13:45:00,4394.947,4386.325,1372256.0,4608.438,4135025300.0,4401.241,,94152.0,4382.881,2010-01-19,4169.495
2010-01-19 14:00:00,4387.166,4387.466,1368220.0,4608.494,3875019880.0,4389.721,,88352.0,4380.459,2010-01-19,4169.615
2010-01-19 14:15:00,4387.511,4395.119,1356466.0,4608.509,2329565080.0,4396.636,,52822.0,4384.951,2010-01-19,4169.383
2010-01-19 14:30:00,4395.119,4392.816,1337736.0,4608.448,3221409820.0,4397.976,,72922.0,4391.395,2010-01-19,4169.423
2010-01-19 14:45:00,4392.88,4389.443,1327610.0,4608.656,3754551320.0,4392.888,,85692.0,4385.49,2010-01-19,4169.597
2010-01-19 15:00:00,4390.354,4401.034,1298086.0,4609.015,5077224780.0,4402.607,,115038.0,4388.972,2010-01-19,4169.878
2010-01-20 09:15:00,4409.416,4395.9,1316272.0,4624.259,5171038540.0,4411.719,,117308.0,4395.781,2010-01-20,4183.37
2010-01-20 09:30:00,4395.922,4378.738,1325434.0,4624.276,7247451620.0,4396.61,,165452.0,4368.831,2010-01-20,4183.441
2010-01-20 09:45:00,4378.846,4385.03,1332238.0,4624.291,4631762120.0,4387.016,,105656.0,4374.199,2010-01-20,4183.482
2010-01-20 10:00:00,4385.017,4374.492,1334124.0,4624.507,4498188940.0,4387.391,,102710.0,4373.681,2010-01-20,4183.643
2010-01-20 10:15:00,4374.601,4375.33,1330066.0,4624.78,4861213740.0,4376.181,,111018.0,4368.059,2010-01-20,4183.866
2010-01-20 10:45:00,4374.429,4379.233,1330880.0,4624.81,3291815400.0,4379.521,,75242.0,4369.386,2010-01-20,4184.014
2010-01-20 11:00:00,4379.478,4380.988,1329372.0,4624.853,3362602540.0,4388.078,,76642.0,4376.025,2010-01-20,4183.963
2010-01-20 11:15:00,4380.538,4386.906,1323398.0,4624.735,2866491200.0,4387.599,,65504.0,4378.857,2010-01-20,4183.964
2010-01-20 11:30:00,4387.907,4386.778,1312124.0,4624.748,4028590840.0,4397.535,,91044.0,4383.571,2010-01-20,4183.661
2010-01-20 13:45:00,4384.517,4377.394,1302950.0,4624.367,3466152580.0,4384.911,,79046.0,4376.703,2010-01-20,4183.539
2010-01-20 14:00:00,4377.477,4392.122,1302912.0,4624.562,3735451540.0,4393.739,,85300.0,4376.255,2010-01-20,4183.719
2010-01-20 14:15:00,4391.491,4387.129,1305068.0,4624.635,2813088640.0,4393.807,,64024.0,4385.301,2010-01-20,4183.847
2010-01-20 14:30:00,4387.129,4391.779,1297116.0,4624.644,3268917700.0,4391.779,,74524.0,4380.758,2010-01-20,4183.811
2010-01-20 14:45:00,4391.925,4388.753,1293860.0,4624.653,2621437200.0,4394.3,,59700.0,4385.563,2010-01-20,4183.892
2010-01-20 15:00:00,4389.233,4383.243,1246114.0,4624.887,4335701740.0,4390.226,,98826.0,4379.765,2010-01-20,4183.874
2010-01-21 09:15:00,4359.54,4375.126,1267522.0,4603.922,6084369400.0,4383.898,,138862.0,4358.27,2010-01-21,4164.758
2010-01-21 09:30:00,4374.522,4377.941,1272506.0,4603.895,2589522220.0,4378.775,,59192.0,4370.46,2010-01-21,4164.87
2010-01-21 09:45:00,4378.242,4373.03,1276062.0,4604.083,2765335400.0,4379.349,,63144.0,4368.805,2010-01-21,4165.074
2010-01-21 10:00:00,4372.937,4377.359,1276272.0,4604.18,1589291740.0,4377.359,,36346.0,4368.931,2010-01-21,4165.197
2010-01-21 10:15:00,4377.386,4374.119,1271336.0,4604.365,2128318920.0,4379.288,,48582.0,4374.119,2010-01-21,4165.142
2010-01-21 10:45:00,4371.983,4353.16,1276272.0,4604.666,7124378620.0,4373.75,,163276.0,4350.854,2010-01-21,4165.308
